Date,Confirmed,Recovered,Deaths,ActiveCases,CasesPerDay,Male,Female,Age0To19,Age20To29,Age30To39,Age40To49,Age50To59,Age60To69,Age70OrMore,TotalComfirmed,TotalRecovered,TotalDeaths
2020-05-18,1,0,0,23,1,1,0,0,1,0,0,0,0,0,161,4,4
2020-05-19,9,0,0,32,9,4,5,1,2,3,0,3,0,0,170,4,4
2020-05-20,3,0,0,35,3,1,2,0,2,0,1,0,0,0,173,4,4
2020-05-21,5,0,0,40,5,2,3,1,0,1,2,0,1,0,178,4,4
2020-05-22,7,0,0,47,7,3,4,4,1,1,0,1,0,0,185,4,4
2020-05-23,8,17,0,38,8,3,5,0,1,3,2,1,1,0,193,4,4
2020-05-24,10,0,0,48,10,6,4,0,2,2,2,1,3,0,203,4,4
2020-05-25,0,0,0,48,0,0,0,0,0,0,0,0,0,0,203,4,4
2020-05-26,1,0,0,49,1,1,0,0,0,1,0,0,0,0,204,4,4
2020-05-27,16,0,0,65,16,9,7,2,4,4,1,0,4,1,220,4,4
2020-05-28,22,0,0,87,22,13,9,1,5,4,6,3,3,0,242,4,4
2020-05-29,6,0,0,93,6,5,1,0,0,2,2,1,1,0,248,4,4
2020-05-30,24,0,1,116,24,14,10,1,4,1,4,6,4,4,272,5,5
2020-05-31,102,0,1,217,102,64,38,6,26,22,17,17,8,6,374,6,6
2020-06-01,28,0,0,245,28,16,12,1,4,7,4,8,1,3,402,6,6
2020-06-02,46,12,5,274,46,31,15,6,11,5,9,4,6,5,448,11,11
2020-06-03,52,0,0,326,52,25,27,2,13,13,10,6,4,4,500,11,11
2020-06-04,89,0,2,413,89,51,38,13,13,22,16,18,6,1,589,13,13
2020-06-05,45,4,2,452,45,30,15,3,8,13,7,8,6,0,634,15,15
2020-06-06,91,0,1,542,91,59,32,12,25,22,11,14,6,1,725,16,16
2020-06-07,73,0,6,609,73,50,23,10,12,17,12,10,9,3,798,22,22
2020-06-08,74,79,2,602,74,42,32,9,19,18,13,8,6,1,872,24,24
2020-06-09,137,0,1,738,137,85,52,27,25,45,18,14,6,2,1009,25,25
2020-06-10,58,0,1,795,58,37,21,3,16,22,10,4,1,2,1067,26,26
2020-06-11,114,0,5,904,114,77,37,15,19,30,19,12,12,7,1181,31,31
2020-06-12,80,5,3,976,80,43,37,11,13,20,15,9,6,6,1261,34,34
2020-06-13,136,17,4,1091,136,97,39,9,17,30,41,19,10,10,1312,38,38
2020-06-14,78,351,3,815,78,51,27,7,9,26,18,14,3,1,1475,41,41
2020-06-15,127,0,6,936,127,79,48,9,15,38,24,22,11,8,1602,47,47
2020-06-16,152,21,5,1062,152,100,52,20,17,38,37,17,11,12,1754,52,52
2020-06-17,124,8,11,1167,124,71,53,8,19,39,33,14,7,4,1878,63,63
2020-06-18,159,23,7,1296,159,96,63,5,37,45,29,21,14,8,2037,70,70
2020-06-19,185,61,5,1415,185,118,67,19,37,45,40,22,13,9,2222,75,75
2020-06-20,238,4,7,1642,238,143,95,15,51,61,40,36,28,7,2460,82,82
2020-06-21,245,5,11,1871,245,149,96,15,47,61,48,41,24,9,2705,93,93
2020-06-22,250,4,5,2112,250,161,89,19,47,60,56,35,21,12,2955,98,98
2020-06-23,213,3,9,2313,213,134,79,18,40,50,54,31,13,7,3168,107,107
2020-06-24,173,0,4,2482,173,103,70,8,38,52,28,27,12,8,3341,111,111
2020-06-25,162,0,15,2629,162,102,60,9,18,41,44,30,16,4,3503,126,126
2020-06-26,255,9,12,2863,255,178,77,7,40,76,55,40,27,10,3758,138,138
2020-06-27,253,9,17,3088,253,165,88,12,41,68,54,41,26,11,4011,155,155
2020-06-28,86,6,3,3165,86,0,0,0,0,0,0,0,0,0,4097,158,158
2020-06-29,132,19,12,3266,132,0,0,0,0,0,0,0,0,0,4229,170,170
2020-06-30,181,39,7,3401,181,0,0,0,0,0,0,0,0,0,4410,177,177
2020-07-01,161,183,5,3374,161,0,0,0,0,0,0,0,0,0,4571,182,182
2020-07-02,177,21,8,3522,177,0,0,0,0,0,0,0,0,0,4748,190,190
2020-07-03,143,44,8,3613,143,0,0,0,0,0,0,0,0,0,4891,198,198
2020-07-04,176,189,9,3591,176,0,0,0,0,0,0,0,0,0,5067,207,207
2020-07-05,227,97,10,3711,227,0,0,0,0,0,0,0,0,0,5294,217,217
2020-07-06,172,0,5,3878,172,0,0,0,0,0,0,0,0,0,5466,222,222
2020-07-07,275,6,7,4140,275,0,0,0,0,0,0,0,0,0,5741,229,229
2020-07-08,188,29,7,4292,188,0,0,0,0,0,0,0,0,0,5929,236,236
